,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"5,00,000 5 Lacs+","2,00,000 2 Lacs+",Nil,Nil,Nil,Nil,"Rs 7,00,000 7 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","JRGB Mohanabank F/D  2,90,812 2 Lacs+ JRGB Mohanabank F/D  5,22,686 5 Lacs+ SBI Duranda Ranchi  60,39,709 60 Lacs+ SBI Nala 3,601 3 Thou+ SBI Kundahit  672 6 Hund+","JRGB Mohonabank  5,24,583 5 Lacs+",Nil,Nil,Nil,Nil,"Rs 73,82,063 73 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies","JRGB Mohonabank  15,153 15 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 15,153 15 Thou+"
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"LIC  1,43,830 1 Lacs+","LIC  1,39,419 1 Lacs+ LIC 0*(Value Not Given)",Nil,Nil,Nil,Nil,"Rs 2,83,249 2 Lacs+"
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","One Bolero JH21B0789  1,70,000 1 Lacs+ One Scorpio JH01FH0789  19,35,000 19 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 21,05,000 21 Lacs+"
8,vii,Jewellery (give details weight value),"Gold One Bhar  60,000 60 Thou+","Gold 12 Bhar  7,20,000 7 Lacs+",Nil,Nil,Nil,Nil,"Rs 7,80,000 7 Lacs+"
9,viii,"Other assets, such as values of claims / interests","One Gun  10,000 10 Thou+ One Rifle  65,000 65 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 75,000 75 Thou+"
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"97,56,463 97 Lacs+","15,84,002 15 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,13,40,465 1 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 97,56,463 97 Lacs+","Rs 15,84,002 15 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,13,40,465 1 Crore+"
