,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"65,000 65 Thou+","80,000 80 Thou+",Nil,Nil,Nil,Nil,"Rs 1,45,000 1 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI Sirka, Br-11447859247  15,706 15 Thou+ SBI Sirka, Br-32321002723  7,48,266 7 Lacs+ SBI Sirka, Br-33487046468  6,16,389 6 Lacs+ SBI Sirka, Br-35581712879  1,14,156 1 Lacs+ SBI Sirka, Br-37100390616  66,57,969 66 Lacs+ SBI Sirka, Br-382937678  71,321 71 Thou+ SBI Sirka, Br-38296940046  2,57,305 2 Lacs+ SBI Sirka, Br-38647614460  2,57,461 2 Lacs+ SBI Sirka, Br-40922016936  1,51,110 1 Lacs+ SBI Sirka, Br-40922017179  93,951 93 Thou+ SBI Sirka, Br-41118939300  54,671 54 Thou+ SBI Sirka, Br-41666502293  46,000 46 Thou+ SBI Sirka, Br-49796688119  1,00,000 1 Lacs+ SBI Sirka, Br-42937096740  3,00,000 3 Lacs+ SBI Sirka, Br-43135401308  9,22,000 9 Lacs+ UBI  8,268 8 Thou+ SBI, Sirka-43464337460  0","BOI Religarha-485610100004016  4,33,160 4 Lacs+ SBI, Sirka  1,56,378 1 Lacs+ HDFC  3,75,000 3 Lacs+ SBI, Sirka-34547844837, Joint a/c  7,24,968 7 Lacs+ SBI, Sirka-40056893137  11,923 11 Thou+ SBI, Sirka40972855952  11,50,000 11 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,32,66,002 1 Crore+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,"M.S.S.S Argadda-020083069948  60,000 60 Thou+ M.S.S.S Argadda-020083069162  60,000 60 Thou+ M.S.S.S Argadda-020083067331  60,000 60 Thou+",Nil,Nil,Nil,Nil,"Rs 1,80,000 1 Lacs+"
5,iv,(b) LIC or other insurance Policies,"Lic Premium  12,010 12 Thou+ Lic Premium  2,88,232 2 Lacs+ Max Life Premium  56,667 56 Thou+ SBI Life Premium  1,02,250 1 Lacs+","Lic Premium  12,130 12 Thou+ Lic Premium  6,120 6 Thou+ Lic Premium  8,580 8 Thou+ Lic Premium  23,496 23 Thou+ SBI Life  49,340 49 Thou+",Nil,"LIC Rs. 500000/-  24,246 24 Thou+",Nil,Nil,"Rs 5,83,071 5 Lacs+"
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Moter-JH01BY0561-2016  6,00,000 6 Lacs+ JH01BY4540-2016  6,10,000 6 Lacs+ JH01BY5649-2016  6,15,000 6 Lacs+ JH01BY5380-2016  6,15,000 6 Lacs+ JH01DP4333-year-2016, Purchase year-2019  7,08,511 7 Lacs+ JH01DP4367-year-2016, Purchase year-2019  7,08,511 7 Lacs+ JH01DP7031-year-2016, Purchase year-2019  7,06,715 7 Lacs+ JH24E5248-year-2016, Purchase year-2019  7,02,685 7 Lacs+ JH01DP0374, year-2016, Purchase year-2019  7,00,615 7 Lacs+ JH24E8299, year-2016, Purchase year-2019  7,21,439 7 Lacs+ JH01DP1483, year-2016, Purchase year-2019  7,08,511 7 Lacs+ JH01CL5092, year-2016,. Purchase year-2017  20,00,000 20 Lacs+ JH0294608, year-2016, Purchase year-2010  2,60,000 2 Lacs+ JH01BF4954, year-2016, Purchase year-2014  7,30,000 7 Lacs+ Reg No-Apply for registration Thar-2024  21,00,000 21 Lacs+ Reg No-Apply for registration Loder-2024  51,00,000 51 Lacs+ Reg No-Apply for registration Loder-2024  51,00,000 51 Lacs+ Reg No-JH01ES1136-2022  22,00,000 22 Lacs+","Scooty 2023, JH024-3181  32,000 32 Thou+",Nil,Nil,Nil,Nil,"Rs 2,49,18,987 2 Crore+"
8,vii,Jewellery (give details weight value),"Gold 150gm Braslet and Diamond Ring  10,50,000 10 Lacs+","Gold 200gm Chain Ring and Silver 1kg  15,00,000 15 Lacs+",Nil,Nil,Nil,Nil,"Rs 25,50,000 25 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"3,71,75,719 3 Crore+","47,43,096 47 Lacs+",Nil,"24,246 24 Thou+",Nil,Nil,"Rs 4,19,43,061 4 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 3,68,75,719 3 Crore+","Rs 47,43,095 47 Lacs+",Nil,"Rs 24,246 24 Thou+",Nil,Nil,"Rs 4,16,43,060 4 Crore+"
