,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"1,02,000 1 Lacs+","98,000 98 Thou+","6,50,000 6 Lacs+",Nil,Nil,Nil,"Rs 8,50,000 8 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","PNB SNo 5190215100xxxxx  69,813 69 Thou+ 1889000100060070  85,153 85 Thou+ 23360001090768347  15,00,000 15 Lacs+ 51902191000842  0 042721910009896  23,20,062 23 Lacs+ 3686000101230505  5,04,000 5 Lacs+ Indian Bank, No 50010017xxxxx  7,86,825 7 Lacs+ 21076632038  5,715 5 Thou+ SBI 32130768272  15,83,371 15 Lacs+","Canara Bank, No 8480201002xxxxx  37,48,496 37 Lacs+ Kotak Mahindra Bank, No 81401002xxxxx  25,000 25 Thou+ Union Bank of India, No 53360201005xxxxx  3,20,000 3 Lacs+ Axis Bank, No 91201002999xxxxx  25,06,000 25 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,34,54,435 1 Crore+"
3,iii,"Bonds, Debentures and Shares in companies","2,266 2 Thou+","4,52,235 4 Lacs+",Nil,Nil,Nil,Nil,"Rs 4,54,501 4 Lacs+"
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"LIC Policy No 23040xxxxx, 231755301, 232238886, 211898184, 32433701, 231973845  12,34,000 12 Lacs+","LIC Policy No 2805xxxxx, 28060660, 28152608, 23179827, 23042784, 23228087, 23213785, 230870322. Birla Sun Life Insurance No 00030xxxxx 16,50,000 16 Lacs+",Nil,Nil,Nil,Nil,"Rs 28,84,000 28 Lacs+"
6,v,Personal loans/advance given,"81,60,579 81 Lacs+","53,17,427 53 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,34,78,006 1 Crore+"
7,vi,"Motor Vehicles (details of make, etc.)","1. Wagonr 2005, UP32BM3642. 2. Tata Safari, UP32GA0600  5,38,336 5 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 5,38,336 5 Lacs+"
8,vii,Jewellery (give details weight value),"Gold- 500 Gm, Silver- 500 Gm, TV 1, AC 1, Fridge 1, Washing Machine 1  26,00,000 26 Lacs+","Gold- 250 GM, TV 2, AC 2, Music System 1, Fridge 1, Washing Machine 1 13,00,000 13 Lacs+",Nil,Nil,Nil,Nil,"Rs 39,00,000 39 Lacs+"
9,viii,"Other assets, such as values of claims / interests","1 Revolver 32 , 1 Bore Rifle 315 95,000 95 Thou+","1 Revolver 32, 1 275 Bore 76,000 76 Thou+",Nil,Nil,Nil,Nil,"Rs 1,71,000 1 Lacs+"
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"77,25,766 77 Lacs+","71,05,398 71 Lacs+","25,06,000 25 Lacs+",Nil,Nil,Nil,"Rs 1,73,37,164 1 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 1,95,87,120 1 Crore+","Rs 1,54,93,158 1 Crore+","Rs 6,50,000 6 Lacs+",Nil,Nil,Nil,"Rs 3,57,30,278 3 Crore+"
