,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"2,00,000 2 Lacs+","1,00,000 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 3,00,000 3 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI, Dhurva Branch, Gomati Nagar, Lucknow 10,60,000 10 Lacs+","SBI, Branch Gomatinagar  1,26,07,000 1 Crore+",Nil,"SBI, Branch Gomati Nagar, Lucknow  74,000 74 Thou+",Nil,Nil,"Rs 1,37,41,000 1 Crore+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","(1) Honda Car- UP32LF9797, (2) Scorpio- JH01EV9797, (3) JH01YB6364, (4) JH14C6364, (5) Thar- JH01E9797  30,00,000 30 Lacs+","Scorpio- JH01EW9797  12,00,000 12 Lacs+",Nil,Nil,Nil,Nil,"Rs 42,00,000 42 Lacs+"
8,vii,Jewellery (give details weight value),"Gold & Dimond 8,00,000 8 Lacs+","Gold- 400 Gram & Dimond  25,00,000 25 Lacs+",Nil,Nil,Nil,Nil,"Rs 33,00,000 33 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Locker dispute pending in court  0*(Value Not Given),Nil,Nil,Nil,Nil,Nil,Rs 0
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"50,60,000 50 Lacs+","1,64,07,000 1 Crore+",Nil,Nil,Nil,Nil,"Rs 2,14,67,000 2 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 50,60,000 50 Lacs+","Rs 1,64,07,000 1 Crore+",Nil,"Rs 74,000 74 Thou+",Nil,Nil,"Rs 2,15,41,000 2 Crore+"
