,0,1,2,3,4,5,6,7,8,9
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,dependent4,
1,i,Loans from Banks / FIs,"Honnali, Karnataka Bank, Vehicle Loan  18,72,619 18 Lacs+ P.K.S.S. Saswehalli  3,00,000 3 Lacs+ PCA/RD Bank, Honnali  7,00,000 7 Lacs+","P.K.P.S.S. Saswehalli 1,75,000 1 Lacs+",Nil,"P.K.P.S.S. Saswehalli, Crop Loan  2,50,000 2 Lacs+","P.K.P.S.S. Saswehalli, Crop Loan  3,00,000 3 Lacs+ Bapuji Bank Davanagere  3,38,70,902 3 Crore+",Nil,"P.K.P.S.S. Saswehalli, Crop Loan  3,00,000 3 Lacs+ Karnataka Bank Arakere Vehicle Loan 45,00,000 45 Lacs+","Rs 4,22,68,521 4 Crore+"
2,i,Loans due to Individual / Entity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil
3,i,Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,i,Grand Total of Liabilities (as per affidavit),"28,72,619 28 Lacs+","1,75,000 1 Lacs+",Nil,"2,50,000 2 Lacs+","3,41,70,902 3 Crore+",Nil,"48,00,000 48 Lacs+","Rs 4,22,68,521 4 Crore+"
5,ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,ii,Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,ii,Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,ii,Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil
9,ii,Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil
10,ii,Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil
11,ii,Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil
12,ii,Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil
13,ii,Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil
14,ii,Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil
15,ii,GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil
16,ii,Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil
17,iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil
18,iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil
19,iv,Totals (Calculated as Sum of Values),"Rs 28,72,619 28 Lacs+","Rs 1,75,000 1 Lacs+",Nil,"Rs 2,50,000 2 Lacs+","Rs 3,41,70,902 3 Crore+",Nil,"Rs 48,00,000 48 Lacs+","Rs 4,22,68,521 4 Crore+"
