,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"70,000 70 Thou+","50,000 50 Thou+",Nil,Nil,Nil,Nil,"Rs 1,20,000 1 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI  1,32,439 1 Lacs+ Axis Bank Maharajganj  2,21,626 2 Lacs+ SBI Maharajganj  64,443 64 Thou+ Nagar Sahkari Bank  14,322 14 Thou+","SBI Maharajganj  2,66,744 2 Lacs+ Axis Bank Maharajganj 1,24,523 1 Lacs+ Nagar Sahkari Bank 28,378 28 Thou+",Nil,Nil,Nil,Nil,"Rs 8,52,475 8 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,"Post Office  25,000 25 Thou+",Nil,Nil,Nil,Nil,"Rs 25,000 25 Thou+"
5,iv,(b) LIC or other insurance Policies,"LIC  3,00,000 3 Lacs+ LIC  50,000 50 Thou+ LIC  1,10,000 1 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 4,60,000 4 Lacs+"
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Scorpio UP32HY 0546  16,00,000 16 Lacs+ Scooty UP56Q 2296  45,000 45 Thou+ Scooty UP56AP 9397  80,000 80 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 17,25,000 17 Lacs+"
8,vii,Jewellery (give details weight value),"10 Gms Gold  50,000 50 Thou+","50 Gms Gold  2,50,000 2 Lacs+ 600 Gms Silver  37,200 37 Thou+",Nil,Nil,Nil,Nil,"Rs 3,37,200 3 Lacs+"
9,viii,"Other assets, such as values of claims / interests","Pistal  58,000 58 Thou+ DBBL Gun  22,000 22 Thou+","Revolver  62,000 62 Thou+",Nil,Nil,Nil,Nil,"Rs 1,42,000 1 Lacs+"
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"28,17,830 28 Lacs+","8,43,846 8 Lacs+",Nil,Nil,Nil,Nil,"Rs 36,61,676 36 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 28,17,830 28 Lacs+","Rs 8,43,845 8 Lacs+",Nil,Nil,Nil,Nil,"Rs 36,61,675 36 Lacs+"
