,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"5,03,349 5 Lacs+","27,83,515 27 Lacs+","12,68,950 12 Lacs+",Nil,Nil,Nil,"Rs 45,55,814 45 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI  7,84,579 7 Lacs+ HDFC  1,41,917 1 Lacs+ HDFC  54,241 54 Thou+ PNB  1,48,484 1 Lacs+ AXIS  8,934 8 Thou+ UBI  18 DCB  734 7 Hund+ FDR with HDFC  1,79,678 1 Lacs+","PNB  52,58,902 52 Lacs+ HDFC  31,704 31 Thou+ HDFC  6,12,062 6 Lacs+ HDFC  96,290 96 Thou+ PNB  16,595 16 Thou+ PNB  12,08,532 12 Lacs+ DCB  24,620 24 Thou+ SBI  6,56,025 6 Lacs+ UBI  4,970 4 Thou+ FDR with PNB  5,50,131 5 Lacs+","HDFC  77,384 77 Thou+","HDFC  5,168 5 Thou+","FDR with HDFC  2,79,203 2 Lacs+ HDFC  28,195 28 Thou+",Nil,"Rs 1,01,68,366 1 Crore+"
3,iii,"Bonds, Debentures and Shares in companies","Share in MTHEPL  40,000 40 Thou+ VICPL  50,000 50 Thou+ Investment  4,80,000 4 Lacs+ KVPL  13,37,500 13 Lacs+","Share in KVPL  14,87,500 14 Lacs+","Investment in NMPL  5,00,000 5 Lacs+ Investment in Ancestral Home  15,75,600 15 Lacs+",Nil,Nil,Nil,"Rs 54,70,600 54 Lacs+"
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"Lic  6,87,597 6 Lacs+ HDFC Insurance  30,600 30 Thou+ Birla Insurance  2,57,992 2 Lacs+","PNB Met Life  2,71,497 2 Lacs+ Lic  72,040 72 Thou+",Nil,Nil,Nil,Nil,"Rs 13,19,726 13 Lacs+"
6,v,Personal loans/advance given,"Other Advance or Receivable  10,60,402 10 Lacs+ GST & Income Tax Advance  3,24,010 3 Lacs+ Advance pay 75,000 75 Thou+ Investment  3,42,478 3 Lacs+","Receivables to Others  22,68,833 22 Lacs+ Investment  6,50,289 6 Lacs+ Advance  1,25,20,833 1 Crore+","Loan to O/W  4,38,000 4 Lacs+ Income Tax  1,00,000 1 Lacs+",Nil,Nil,Nil,"Rs 1,77,79,845 1 Crore+"
7,vi,"Motor Vehicles (details of make, etc.)","Jeepold  21,462 21 Thou+ JH11AC7000  27,09,033 27 Lacs+ Quarlis-JH11B4331  50,429 50 Thou+ Other Assets  13,06,481 13 Lacs+","Tata Tiago-JH11AL7036  11,43,457 11 Lacs+ Other Assets  1,00,86,035 1 Crore+",Nil,Nil,Nil,Nil,"Rs 1,53,16,897 1 Crore+"
8,vii,Jewellery (give details weight value),"Gold 120gm  46,520 46 Thou+","Gold 108gm  1,43,540 1 Lacs+","Gold 435gm, Silver 687gm  12,50,620 12 Lacs+",Nil,Nil,Nil,"Rs 14,40,680 14 Lacs+"
9,viii,"Other assets, such as values of claims / interests","Pistol  1,80,560 1 Lacs+ Talephone  2,000 2 Thou+ H.G.  35,480 35 Thou+","Rifle  1,10,240 1 Lacs+ House Hold Goods  22,560 22 Thou+","House Hold Goods  3,88,030 3 Lacs+",Nil,Nil,Nil,"Rs 7,38,870 7 Lacs+"
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"1,08,59,478 1 Crore+","4,00,20,171 4 Crore+","55,98,584 55 Lacs+","5,168 5 Thou+","3,07,393 3 Lacs+",Nil,"Rs 5,67,90,794 5 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 1,08,59,478 1 Crore+","Rs 4,00,20,170 4 Crore+","Rs 55,98,584 55 Lacs+","Rs 5,168 5 Thou+","Rs 3,07,398 3 Lacs+",Nil,"Rs 5,67,90,798 5 Crore+"
