,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"35,12,155 35 Lacs+","1,50,000 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 36,62,155 36 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","No 49071011000xxxxx BOI Buty More Ranchi  6,92,417 6 Lacs+ No 6041573xxxxx Bank of Mharashtra Dumka  72,371 72 Thou+ No 1128141xxxxx SBI Dumka  62,831 62 Thou+ No 3972576xxxxx  27,014 27 Thou+ No 3491133xxxxx SBI Project Bhavan Hatia  3,92,813 3 Lacs+ No 4635201000xxxxx CA BOI Dumka  2,34,585 2 Lacs+ No 1176881xxxxx SBI 1,43,159 1 Lacs+ FD  1,57,97,388 1 Crore+","FD SBI Dipatoli Ranchi  18,60,000 18 Lacs+ No 50100252xxxxx HDFC bank  9,776 9 Thou+ No 44651011001xxxxx BOI Pakur  83,577 83 Thou+ No 1016029xxxxx  14,94,809 14 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,08,70,740 2 Crore+"
3,iii,"Bonds, Debentures and Shares in companies","MF  7,12,500 7 Lacs+","MF  18,00,000 18 Lacs+",Nil,Nil,Nil,Nil,"Rs 25,12,500 25 Lacs+"
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,"SBI Life  18,00,000 18 Lacs+","Reliance 8,00,000 8 Lacs+ ICICI Insurance 4,00,000 4 Lacs+",Nil,Nil,Nil,Nil,"Rs 30,00,000 30 Lacs+"
6,v,Personal loans/advance given,"Felix 28,00,000 28 Lacs+ Brention Kisku  8,95,310 8 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 36,95,310 36 Lacs+"
7,vi,"Motor Vehicles (details of make, etc.)","Endeavour,2018 ,JH 01DF 1110  32,78,187 32 Lacs+ Maruti OMNI,2018 JH01DC6775  2,91,779 2 Lacs+ Royal Enfield JH04G3937  1,35,000 1 Lacs+ Tata LPT Tanker Year 2017 JH04M1956  27,92,940 27 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 64,97,906 64 Lacs+"
8,vii,Jewellery (give details weight value),"Gold  4,00,000 4 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 4,00,000 4 Lacs+"
9,viii,"Other assets, such as values of claims / interests","3,76,01,831 3 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 3,76,01,831 3 Crore+"
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"7,16,42,281 7 Crore+","65,98,163 65 Lacs+",Nil,Nil,Nil,Nil,"Rs 7,82,40,444 7 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 7,16,42,280 7 Crore+","Rs 65,98,162 65 Lacs+",Nil,Nil,Nil,Nil,"Rs 7,82,40,442 7 Crore+"
