,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"15,000 15 Thou+","10,000 10 Thou+",Nil,Nil,Nil,Nil,"Rs 25,000 25 Thou+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI Bank Luckhnow S/Ac  52,39,863 52 Lacs+","SBI Bank KG Marg New Delhi S/Ac 3,07,000 3 Lacs+",Nil,Nil,Nil,Nil,"Rs 55,46,863 55 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,Nil,Nil,Nil,Nil,Nil,Nil,Nil
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Safari Reg No-UP54L96669666  2,00,000 2 Lacs+","Safari ,Reg No-UP50Ax1222,Model,2017  8,00,000 8 Lacs+",Nil,Nil,Nil,Nil,"Rs 10,00,000 10 Lacs+"
8,vii,Jewellery (give details weight value),"100 GM Gold 4,00,000 4 Lacs+","200 GM 500 GM,Silver  8,20,000 8 Lacs+",Nil,Nil,Nil,Nil,"Rs 12,20,000 12 Lacs+"
9,viii,"Other assets, such as values of claims / interests","Revolver  80,000 80 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 80,000 80 Thou+"
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"59,34,863 59 Lacs+","19,37,000 19 Lacs+",Nil,Nil,Nil,Nil,"Rs 78,71,863 78 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 59,34,863 59 Lacs+","Rs 19,37,000 19 Lacs+",Nil,Nil,Nil,Nil,"Rs 78,71,863 78 Lacs+"
