,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"25,000 25 Thou+","51,000 51 Thou+",Nil,Nil,Nil,Nil,"Rs 76,000 76 Thou+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","BOB, Purabazar, Ayodhya No 0654010002xxxxx  20,243 20 Thou+ SBI, Vidhansabha, Lucknow No 2013054xxxxx  9,08,620 9 Lacs+ HDFC, Indranagar Lucknow No 0296100008xxxxx  6,51,442 6 Lacs+","BOB, Purabazar Ayodhya, No 0654010000xxxxx  3,04,588 3 Lacs+ ICICI, Nahabagh, Faizabad Ayodhya, No 02900151xxxxx  3,60,178 3 Lacs+ SBI, Faizabad, Ayodhya No 1053898xxxxx  1,36,317 1 Lacs+","BOB, Purabazar Ayodhya, No 0654010000xxxxx  12,272 12 Thou+","HDFC, Indranagar, Lucknow No 5911000509xxxxx  3,40,190 3 Lacs+","ICICI Naharbagh, Faizabad No 02900100xxxxx  3,13,806 3 Lacs+",Nil,"Rs 30,47,656 30 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies",Nil,"Divyanshi Developer Pvt Ltd Share 1,70,000 1 Lacs+ Gangarathi Agro Products Private share  1,30,000 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 3,00,000 3 Lacs+"
4,iv,"(a)  NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
5,iv,(b) LIC or other insurance Policies,Nil,"Luc No 21875xxxxx, Lic Rs-2500000/-Premium Rs-99961/-  11,99,532 11 Lacs+ ICICI Prodential Lic No 63051xxxxx, Rs-1000000/-Premium-200000  6,00,000 6 Lacs+",Nil,"Lic Policy No 21275xxxxx, Rs-1000000/-, Premium-53562/-  6,43,053 6 Lacs+ SBI, Life Policy No-1K022137108, Rs-1250000/-Premium-125000/-  6,25,000 6 Lacs+","Lic Policy No 21874xxxxx, Rs-1500000/- Premium-57355/-  6,88,260 6 Lacs+ SBI Life Policy No-1K022135902, Rs-1250000, Premium-125000/-  6,25,000 6 Lacs+",Nil,"Rs 43,80,845 43 Lacs+"
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)",Nil,Nil,Nil,Nil,Nil,Nil,Nil
8,vii,Jewellery (give details weight value),Nil,"275gm Gold 13,50,000 13 Lacs+ Rs-10 Coins  10,000 10 Thou+",Nil,Nil,Nil,Nil,"Rs 13,60,000 13 Lacs+"
9,viii,"Other assets, such as values of claims / interests",Nil,"Fridge, Furniture, AC, TV  2,00,000 2 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,00,000 2 Lacs+"
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"16,05,306 16 Lacs+","45,11,616 45 Lacs+","12,272 12 Thou+","16,08,243 16 Lacs+","16,27,066 16 Lacs+",Nil,"Rs 93,64,503 93 Lacs+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 16,05,305 16 Lacs+","Rs 45,11,615 45 Lacs+","Rs 12,272 12 Thou+","Rs 16,08,243 16 Lacs+","Rs 16,27,066 16 Lacs+",Nil,"Rs 93,64,501 93 Lacs+"
