,0,1,2,3,4,5,6,7,8
0,Sr No,Description,self,spouse,huf,dependent1,dependent2,dependent3,
1,i,Cash,"1,45,000 1 Lacs+","1,48,500 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,93,500 2 Lacs+"
2,ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI, High Court Branch, Lucknow, No 1006652xxxxx  2,93,912 2 Lacs+ SBI, U.P. Civil Secretariat, Vidhan Sabha Marg, Lucknow, No 3018042xxxxx  1,70,146 1 Lacs+ Bank of Maharashtra, Branch Kalaka Ji New Delhi, No 2006691xxxxx  2,91,393 2 Lacs+ HDFC Bank Limited, Branch Khairabad, Sultanpur, No 5010029490xxxxx  1,62,796 1 Lacs+ Union Bank of India, Branch Gomti Nagar, Lucknow, No 52130201006xxxxx  1,569 1 Thou+ PNB, Branch K.N.I.T. Sultanpur, No 391400010026xxxxx  7,73,112 7 Lacs+ UCO Bank, Branch Sultanpur, No 1654011002xxxxx  1,500 1 Thou+ PNB, Branch KNIT Sultanpur, No 391400210001xxxxx  76,423 76 Thou+","Indian Bank, Branch Ujriyawan, Gomati Nagar Lucknow, No 2001066xxxxx  4,28,250 4 Lacs+ PNB, Branch KNIT Sultanpur, No 391400040019xxxxx  9,23,537 9 Lacs+ SBI, High Court Branch, Lucknow, No 3207668xxxxx  8,42,377 8 Lacs+ SBI, High Court Branch, Lucknow, No 3780865xxxxx  6,107 6 Thou+",Nil,Nil,Nil,Nil,"Rs 39,71,122 39 Lacs+"
3,iii,"Bonds, Debentures and Shares in companies","ICICI Prudential Mutual Fund  2,20,000 2 Lacs+ Kotak Small Cap Fund  2,25,000 2 Lacs+ Nipon India Small Cap Fund  2,20,000 2 Lacs+ SBI, Health Care Opportunities Fund  2,20,000 2 Lacs+ SBI Magnum Midcap Fund  2,15,000 2 Lacs+","ICICI Prudential Mutual Fund  2,20,000 2 Lacs+ Kotak Small Cap Fund 5,000 5 Thou+ Nipon India Small Cap Fund 2,20,000 2 Lacs+ SBI, Health Care Opportunities Fund 2,20,000 2 Lacs+ SBI Magnum Midcap Fund 2,15,000 2 Lacs+",Nil,Nil,Nil,Nil,"Rs 19,80,000 19 Lacs+"
4,iv,"(a)  NSS, Postal Savings etc",Nil,"FDR No 3782410xxxxx  1,00,000 1 Lacs+ FDR No 12xxxxx  68,487 68 Thou+",Nil,Nil,Nil,Nil,"Rs 1,68,487 1 Lacs+"
5,iv,(b) LIC or other insurance Policies,"Aviva Life Insurance Lucknow Policy No 1006xxxxx  2,00,000 2 Lacs+ ICICI Prudential, Pension Scheme Lucknow, Policy No 1368xxxxx  9,00,000 9 Lacs+ ICICI Prudential, Pension Scheme Lucknow, Policy No 1115xxxxx  15,00,000 15 Lacs+ SBI Life Insurance Policy No 1381xxxxx  10,00,000 10 Lacs+ ICICI Pro. Policy No 9415xxxxx  12,50,000 12 Lacs+","LIC Policy No 21680xxxxx  10,00,000 10 Lacs+ ICICI Prudential Life Insurance Policy No 1507xxxxx  3,50,000 3 Lacs+ ICICI Prudential Life Insurance Policy No 1567xxxxx  1,75,000 1 Lacs+",Nil,Nil,Nil,Nil,"Rs 63,75,000 63 Lacs+"
6,v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
7,vi,"Motor Vehicles (details of make, etc.)","Ford Endeavour Titanium, Reg. No. UP32HB5060  32,04,534 32 Lacs+","Ford Endeavour Titanium, Reg. No. UP32HB2224  30,49,885 30 Lacs+",Nil,Nil,Nil,Nil,"Rs 62,54,419 62 Lacs+"
8,vii,Jewellery (give details weight value),"Gold 1500 gm.  74,68,500 74 Lacs+ Silver Jewellery 5.50 kg.  3,37,700 3 Lacs+","Gold Jewellery 2500 gm.  1,24,47,500 1 Crore+ Silver Jewellery 6.00 Kg.  3,68,400 3 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,06,22,100 2 Crore+"
9,viii,"Other assets, such as values of claims / interests","Revolver/Pistol, Bor 0.45, Colt (Made in USA)  3,75,000 3 Lacs+ Rifle Bor 30.06  1,55,000 1 Lacs+ Two Mobile Phone Apple  1,40,000 1 Lacs+ M/s M.P.F. (Agri. Product) 25% Share  70,96,367 70 Lacs+","One Mobile Apple  70,000 70 Thou+ M/S A.P.F. (Agr. Product) 25% Share  70,29,167 70 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,48,65,534 1 Crore+"
10,Gross Total Value (as per Affidavit),Gross Total Value (as per Affidavit),"2,66,42,955 2 Crore+","2,79,87,517 2 Crore+",Nil,Nil,Nil,Nil,"Rs 5,46,30,472 5 Crore+"
11,Totals (Calculated as Sum of Values),Totals (Calculated as Sum of Values),"Rs 2,66,42,952 2 Crore+","Rs 2,78,87,210 2 Crore+",Nil,Nil,Nil,Nil,"Rs 5,45,30,162 5 Crore+"
